50.7484662, 49.733496876000004, -1 
49.6687116, 59.256932448, -1 
50.7484662, 67.722208512, -1 
49.6687116, 76.18748457599999, -1 
48.588957, 84.65276064, -1 
48.588957, 89.94355818, -1 
48.588957, 98.408834244, -1 
47.5092024, 104.757791292, -1 
48.588957, 111.10674834, -1 
50.7484662, 119.57202440399999, -1 
50.7484662, 125.92098145199999, -1 
51.8282208, 132.2699385, -1 
50.7484662, 140.73521456400002, -1 
55.0674846, 141.793374072, -1 
61.5460122, 142.85153358, -1 
66.9447852, 141.793374072, -1 
72.3435582, 141.793374072, -1 
78.8220858, 141.793374072, -1 
87.4601226, 141.793374072, -1 
95.0184048, 141.793374072, -1 
101.4969324, 142.85153358, -1 
109.0552146, 142.85153358, -1 
115.5337422, 142.85153358, -1 
122.0122698, 142.85153358, -1 
125.2515336, 142.85153358, -1 
127.4110428, 149.20049062799998, -1 
126.3312882, 155.549447676, -1 
128.4907974, 161.898404724, -1 
128.4907974, 168.247361772, -1 
128.4907974, 175.654478328, -1 
128.4907974, 180.94527586799998, -1 
128.4907974, 187.294232916, -1 
129.570552, 193.64318996400002, -1 
123.0920244, 193.64318996400002, -1 
112.2944784, 193.64318996400002, -1 
105.8159508, 193.64318996400002, -1 
97.177914, 193.64318996400002, -1 
88.5398772, 193.64318996400002, -1 
80.981595, 192.585030456, -1 
72.3435582, 193.64318996400002, -1 
63.7055214, 193.64318996400002, -1 
55.0674846, 193.64318996400002, -1 
53.98773, 198.93398750400002, -1 
53.98773, 206.34110406, -1 
56.1472392, 214.806380124, -1 
55.0674846, 221.155337172, -1 
55.0674846, 228.562453728, -1 
56.1472392, 233.85325126799998, -1 
55.0674846, 242.318527332, -1 
55.0674846, 251.84196290399998, -1 
55.0674846, 259.24907945999996, -1 
55.0674846, 264.539877, -1 
56.1472392, 274.063312572, -1 
53.98773, 285.70306716, -1 
55.0674846, 293.110183716, -1 
55.0674846, 303.691778796, -1 
57.2269938, 311.098895352, -1 
56.1472392, 317.4478524, -1 
56.1472392, 326.97128797199997, -1 
56.1472392, 337.552883052, -1 
56.1472392, 342.843680592, -1 
56.1472392, 355.541594688, -1 
57.2269938, 366.123189768, -1 
57.2269938, 374.588465832, -1 
55.0674846, 383.053741896, -1 
58.306748400000004, 392.577177468, -1 
56.1472392, 398.926134516, -1 
55.0674846, 406.333251072, -1 
55.0674846, 413.740367628, -1 
55.0674846, 422.20564369199997, -1 
55.0674846, 430.670919756, -1 
56.1472392, 441.252514836, -1 
64.785276, 443.368833852, -1 
74.5030674, 443.368833852, -1 
83.1411042, 443.368833852, -1 
93.9386502, 443.368833852, -1 
102.576687, 443.368833852, -1 
106.8957054, 443.368833852, -1 
116.61349680000001, 442.310674344, -1 
126.3312882, 443.368833852, -1 
130.6503066, 452.892269424, -1 
129.570552, 461.35754548799997, -1 
130.6503066, 470.88098105999995, -1 
131.7300612, 480.404416632, -1 
132.8098158, 489.927852204, -1 
130.6503066, 498.393128268, -1 
131.7300612, 508.97472334799994, -1 
131.7300612, 522.730796952, -1 
131.7300612, 532.254232524, -1 
130.6503066, 539.66134908, -1 
131.7300612, 546.010306128, -1 
132.8098158, 555.5337417000001, -1 
132.8098158, 569.2898153040001, -1 
130.6503066, 575.638772352, -1 
132.8098158, 586.220367432, -1 
134.969325, 593.627483988, -1 
132.8098158, 606.325398084, -1 
132.8098158, 615.848833656, -1 
132.8098158, 624.3141097199999, -1 
124.171779, 627.488588244, -1 
113.374233, 627.488588244, -1 
102.576687, 628.546747752, -1 
95.0184048, 627.488588244, -1 
87.4601226, 628.546747752, -1 
75.58282200000001, 630.663066768, -1 
68.0245398, 630.663066768, -1 
59.386503, 626.430428736, -1 
55.0674846, 629.60490726, -1 
55.0674846, 638.070183324, -1 
56.1472392, 646.5354593879999, -1 
57.2269938, 658.175213976, -1 
57.2269938, 664.524171024, -1 
57.2269938, 674.047606596, -1 
57.2269938, 682.5128826600001, -1 
57.2269938, 687.8036802, -1 
56.1472392, 699.443434788, -1 
57.2269938, 706.850551344, -1 
55.0674846, 714.2576679, -1 
52.9079754, 724.83926298, -1 
53.98773, 735.42085806, -1 
53.98773, 747.060612648, -1 
55.0674846, 755.525888712, -1 
56.1472392, 763.991164776, -1 
53.98773, 774.5727598560001, -1 
53.98773, 781.9798764120001, -1 
59.386503, 781.9798764120001, -1 
65.8650306, 783.03803592, -1 
76.6625766, 781.9798764120001, -1 
84.2208588, 781.9798764120001, -1 
88.5398772, 781.9798764120001, -1 
96.0981594, 783.03803592, -1 
101.4969324, 783.03803592, -1 
111.2147238, 780.921716904, -1 
117.6932514, 781.9798764120001, -1 
124.171779, 781.9798764120001, -1 
130.6503066, 781.9798764120001, -1 
137.1288342, 781.9798764120001, -1 
146.8466256, 781.9798764120001, -1 
154.4049078, 781.9798764120001, -1 
163.0429446, 779.863557396, -1 
169.5214722, 780.921716904, -1 
171.6809814, 789.3869929680001, -1 
169.5214722, 796.7941095240001, -1 
163.0429446, 803.1430665720001, -1 
157.6441716, 804.2012260800001, -1 
151.16564400000001, 809.49202362, -1 
151.16564400000001, 819.015459192, -1 
151.16564400000001, 827.480735256, -1 
151.16564400000001, 831.713373288, -1 
151.16564400000001, 840.178649352, 0 
150.0858894, 846.5276064, 0 
140.368098, 846.5276064, 0 
134.969325, 846.5276064, 0 
128.4907974, 846.5276064, 0 
122.0122698, 847.585765908, 0 
116.61349680000001, 847.585765908, 0 
107.97546, 847.585765908, 0 
99.3374232, 847.585765908, 0 
92.8588956, 848.643925416, 0 
